,time,text,images,video
2203,2017-06-14 22:04:00,"All lives matter. We have all come from our loved ones suffering. Some more than others. Do unto others as you would have others do unto you. Not a Christian, but it rings true... Treat others the way you wanna be treated... Like most of the Bible, it should be common sense...",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.18169-9/fr/cp0/e15/q65/19248151_1720032854676972_4705281548992058705_n.jpg?_nc_cat=109&ccb=1-3&_nc_sid=110474&efg=eyJpIjoidCJ9&_nc_ohc=rAieW_TBx7wAX-debmz&_nc_ht=scontent-lga3-1.xx&tp=14&oh=9b94da6242d396e86c12d03ec723f10d&oe=60B23161&manual_redirect=1'],None
2204,2017-06-14 21:59:00,"American Viking
June 14, 2017 at 5:42 PM ·","['https://scontent-lga3-1.xx.fbcdn.net/v/t1.18169-9/fr/cp0/e15/q65/19146019_1406085296124543_4386291877411889659_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=2d5d41&efg=eyJpIjoidCJ9&_nc_ohc=ebyXNpYHiHoAX8JWRl0&tn=rHvtUDlYqGkhz2ht&_nc_ht=scontent-lga3-1.xx&tp=14&oh=21845d8f9ed92cd45def1831ec5a3a0a&oe=60B067EA', 'https://scontent-lga3-1.xx.fbcdn.net/v/t1.18169-9/fr/cp0/e15/q65/19146019_1406085296124543_4386291877411889659_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=2d5d41&efg=eyJpIjoidCJ9&_nc_ohc=ebyXNpYHiHoAX8JWRl0&tn=rHvtUDlYqGkhz2ht&_nc_ht=scontent-lga3-1.xx&tp=14&oh=21845d8f9ed92cd45def1831ec5a3a0a&oe=60B067EA', 'https://scontent-lga3-1.xx.fbcdn.net/v/t1.18169-9/fr/cp0/e15/q65/19146019_1406085296124543_4386291877411889659_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=2d5d41&efg=eyJpIjoidCJ9&_nc_ohc=ebyXNpYHiHoAX8JWRl0&tn=rHvtUDlYqGkhz2ht&_nc_ht=scontent-lga3-1.xx&tp=14&oh=21845d8f9ed92cd45def1831ec5a3a0a&oe=60B067EA']",None
2205,2017-06-14 19:06:00,"I'm a Biker. Love me or Hate me
June 14, 2017 at 5:30 PM ·","['https://scontent-lga3-1.xx.fbcdn.net/v/t1.18169-9/fr/cp0/e15/q65/19148922_796758047162211_8793534269658520568_n.jpg?_nc_cat=105&ccb=1-3&_nc_sid=2d5d41&efg=eyJpIjoidCJ9&_nc_ohc=6Ze-0k-Tcs0AX__g1HQ&_nc_ht=scontent-lga3-1.xx&tp=14&oh=a0b4a4b2fe6d6234072c4a6c35948a3e&oe=60AF88BC', 'https://scontent-lga3-1.xx.fbcdn.net/v/t1.18169-9/fr/cp0/e15/q65/19148922_796758047162211_8793534269658520568_n.jpg?_nc_cat=105&ccb=1-3&_nc_sid=2d5d41&efg=eyJpIjoidCJ9&_nc_ohc=6Ze-0k-Tcs0AX__g1HQ&_nc_ht=scontent-lga3-1.xx&tp=14&oh=a0b4a4b2fe6d6234072c4a6c35948a3e&oe=60AF88BC', 'https://scontent-lga3-1.xx.fbcdn.net/v/t1.18169-9/fr/cp0/e15/q65/19148922_796758047162211_8793534269658520568_n.jpg?_nc_cat=105&ccb=1-3&_nc_sid=2d5d41&efg=eyJpIjoidCJ9&_nc_ohc=6Ze-0k-Tcs0AX__g1HQ&_nc_ht=scontent-lga3-1.xx&tp=14&oh=a0b4a4b2fe6d6234072c4a6c35948a3e&oe=60AF88BC']",None
2206,2017-06-14 19:02:00,"Rumble
Based in Canada
· June 12, 2017 at 6:00 AM ·

Cuteness overload 💚",None,https://scontent-lga3-1.xx.fbcdn.net/v/t42.1790-4/18999347_1873180169611946_2507942953025011712_n.mp4?_nc_cat=110&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=qD7l94Qtnt4AX_AjoUH&tn=NV2lt5g0_20LjST8&_nc_ht=scontent-lga3-1.xx&oh=0a2e61fc9413eb23af91d3ed2b0429dd&oe=608AEA48
2207,2017-06-14 18:22:00,"RISING
June 13, 2017 at 4:31 PM ·","['https://scontent-lga3-1.xx.fbcdn.net/v/t31.18172-8/fr/cp0/e15/q65/19143254_1362333113863028_1752922478974829748_o.jpg?_nc_cat=105&ccb=1-3&_nc_sid=2d5d41&efg=eyJpIjoidCJ9&_nc_ohc=-0JgcF5EXjQAX8Kqso9&_nc_ht=scontent-lga3-1.xx&tp=14&oh=c03d7e6adf6c8694fd5290764e5cfcd1&oe=60B24DB5', 'https://scontent-lga3-1.xx.fbcdn.net/v/t31.18172-8/fr/cp0/e15/q65/19143254_1362333113863028_1752922478974829748_o.jpg?_nc_cat=105&ccb=1-3&_nc_sid=2d5d41&efg=eyJpIjoidCJ9&_nc_ohc=-0JgcF5EXjQAX8Kqso9&_nc_ht=scontent-lga3-1.xx&tp=14&oh=c03d7e6adf6c8694fd5290764e5cfcd1&oe=60B24DB5', 'https://scontent-lga3-1.xx.fbcdn.net/v/t31.18172-8/fr/cp0/e15/q65/19143254_1362333113863028_1752922478974829748_o.jpg?_nc_cat=105&ccb=1-3&_nc_sid=2d5d41&efg=eyJpIjoidCJ9&_nc_ohc=-0JgcF5EXjQAX8Kqso9&_nc_ht=scontent-lga3-1.xx&tp=14&oh=c03d7e6adf6c8694fd5290764e5cfcd1&oe=60B24DB5']",None
2208,2017-06-14 03:12:00,"OMG.. WTF... So amazing ...

ViralWala
September 9, 2016 at 4:45 AM ·

Let's make him Famous",None,https://video-lga3-1.xx.fbcdn.net/v/t42.1790-2/14306808_1246288985405380_1485986336_n.mp4?_nc_cat=111&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=17sB-qajm-AAX9LWKoq&_nc_ht=video-lga3-1.xx&oh=ac63bcf35135bda8a829be240906f2d9&oe=608AE25B
2209,2017-06-13 23:44:00,Daddy's best friend... Unconditional love....,['https://scontent-lga3-1.xx.fbcdn.net/v/t31.18172-8/fr/cp0/e15/q65/19238279_1718907071456217_2222352428809328504_o.jpg?_nc_cat=105&ccb=1-3&_nc_sid=110474&efg=eyJpIjoidCJ9&_nc_ohc=QDZvLEmd8R8AX_374yn&_nc_ht=scontent-lga3-1.xx&tp=14&oh=a70767a0996a54a35e66b241337beb6c&oe=60AE677D&manual_redirect=1'],None
2210,2017-06-13 14:01:00,"Viking Spirit
June 10, 2017 at 5:22 PM ·","['https://scontent-lga3-1.xx.fbcdn.net/v/t1.18169-9/fr/cp0/e15/q65/19060147_1074723162629850_4475132448788535782_n.jpg?_nc_cat=102&ccb=1-3&_nc_sid=e007fa&efg=eyJpIjoidCJ9&_nc_ohc=UXMymYkbLbQAX-qvRO9&tn=eDBgRsIpKatNfKeF&_nc_ht=scontent-lga3-1.xx&tp=14&oh=8f25d8013edc83f548bbe2d8a582a9e9&oe=60B24750', 'https://scontent-lga3-1.xx.fbcdn.net/v/t1.18169-9/fr/cp0/e15/q65/19060147_1074723162629850_4475132448788535782_n.jpg?_nc_cat=102&ccb=1-3&_nc_sid=e007fa&efg=eyJpIjoidCJ9&_nc_ohc=UXMymYkbLbQAX-qvRO9&tn=eDBgRsIpKatNfKeF&_nc_ht=scontent-lga3-1.xx&tp=14&oh=8f25d8013edc83f548bbe2d8a582a9e9&oe=60B24750', 'https://scontent-lga3-1.xx.fbcdn.net/v/t1.18169-9/fr/cp0/e15/q65/19060147_1074723162629850_4475132448788535782_n.jpg?_nc_cat=102&ccb=1-3&_nc_sid=e007fa&efg=eyJpIjoidCJ9&_nc_ohc=UXMymYkbLbQAX-qvRO9&tn=eDBgRsIpKatNfKeF&_nc_ht=scontent-lga3-1.xx&tp=14&oh=8f25d8013edc83f548bbe2d8a582a9e9&oe=60B24750']",None
2211,2017-06-13 14:00:00,"I wanna try something new. I always wonder how others perceive me. What they see when they look at, or think about me.. So here's the test... Name a song, from any artist, that you think I would like. For me, music is everything. So the type of song that others think I would enjoy, says a lot about how you see me... Who knows,... Maybe it will help me see myself in a new perspective. We can't change what we don't see.... Feel free to use this test for your own personal growth and awareness.. Thanks",None,None
2212,2017-06-12 21:45:00,"Any good jobs in kokomo? Tired of working for greedy people, that only wanna fatten their own pockets on my labor...",None,None
2213,2017-06-10 21:30:00,My baby did this for me... I absolutely LOVE it!!! Thanks babe...,['https://scontent-lga3-1.xx.fbcdn.net/v/t31.18172-8/fr/cp0/e15/q65/18953559_1715397298473861_4556573717199966106_o.jpg?_nc_cat=102&ccb=1-3&_nc_sid=8024bb&efg=eyJpIjoidCJ9&_nc_ohc=6sPh-aBwYtAAX85HID_&_nc_ht=scontent-lga3-1.xx&tp=14&oh=b69b96de4da64c9953cae35eba7612c3&oe=60B0DC60&manual_redirect=1'],None
2214,2017-06-08 23:09:00,I'm sexy and I know it...,['https://scontent-lga3-1.xx.fbcdn.net/v/t31.18172-8/fr/cp0/e15/q65/19055749_1712888348724756_8170757894132746588_o.jpg?_nc_cat=103&ccb=1-3&_nc_sid=110474&efg=eyJpIjoidCJ9&_nc_ohc=bMrpemIn2wEAX_GXUFu&_nc_ht=scontent-lga3-1.xx&tp=14&oh=e3618ab6a2f2c8f7785678c8e47a49bc&oe=60AE85F5&manual_redirect=1'],None
2215,2017-06-07 22:30:00,"theCHIVE
June 7, 2017 at 2:15 PM ·

Damn, dude.","['https://scontent-lga3-1.xx.fbcdn.net/v/t31.18172-8/fr/cp0/e15/q65/18922452_10155468199796742_3458396062326476572_o.jpg?_nc_cat=107&ccb=1-3&_nc_sid=2d5d41&efg=eyJpIjoidCJ9&_nc_ohc=iVRI54wzT5UAX91v2Pw&tn=Vb-afjk2nd2wBtwM&_nc_ht=scontent-lga3-1.xx&tp=14&oh=1e581cfaacfb37ab030821df29e25186&oe=60B13C05', 'https://scontent-lga3-1.xx.fbcdn.net/v/t31.18172-8/fr/cp0/e15/q65/18922452_10155468199796742_3458396062326476572_o.jpg?_nc_cat=107&ccb=1-3&_nc_sid=2d5d41&efg=eyJpIjoidCJ9&_nc_ohc=iVRI54wzT5UAX91v2Pw&tn=Vb-afjk2nd2wBtwM&_nc_ht=scontent-lga3-1.xx&tp=14&oh=1e581cfaacfb37ab030821df29e25186&oe=60B13C05', 'https://scontent-lga3-1.xx.fbcdn.net/v/t31.18172-8/fr/cp0/e15/q65/18922452_10155468199796742_3458396062326476572_o.jpg?_nc_cat=107&ccb=1-3&_nc_sid=2d5d41&efg=eyJpIjoidCJ9&_nc_ohc=iVRI54wzT5UAX91v2Pw&tn=Vb-afjk2nd2wBtwM&_nc_ht=scontent-lga3-1.xx&tp=14&oh=1e581cfaacfb37ab030821df29e25186&oe=60B13C05']",None
2216,2017-06-07 22:22:00,"I'm looking for a female Pitbull. Between the ages of 6-24 months. Daddy's Outlaw needs a friend. Tired of him humping my pillows, furniture, and whatever else he may find. Doesn't matter if She is spayed or not. They can still ""practice""... :) Rehoming only. Can't afford the necessary expenses, and a Rehoming fee. She would be coming to a very loving home, and would never be the ""second animal"". I love them all equally... Just tired of my boy having to be home alone all day, while I'm at work... Thank you... From both of us",None,None
2217,2017-06-07 19:52:00,"Now that's some funny stuff...

PAWMYGOSH.COM
He tells his dog that he ate all the food. Turn up the volume, we still can't stop laughing",None,None
2218,2017-06-07 19:45:00,"I wanna play.... Peggy Wood ask Jason if he's ready... :)

AutoWise
April 4, 2017 at 11:05 AM ·

tractor wars? You caption this one..",None,https://video-lga3-1.xx.fbcdn.net/v/t42.1790-2/17810561_1294274523983014_4067402229097693184_n.mp4?_nc_cat=108&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=2X-aRuVgF74AX9KYkPU&tn=FXOMmxtt1D0NvP45&_nc_ht=video-lga3-1.xx&oh=74a245d6591bd0ae6dc815d6f23ca24c&oe=608AEA36
2219,2017-06-05 21:06:00,"I always feel like, somebody's watching me.....",['https://scontent-lga3-1.xx.fbcdn.net/v/t31.18172-8/fr/cp0/e15/q65/18891502_1709014092445515_1227461647020958211_o.jpg?_nc_cat=109&ccb=1-3&_nc_sid=110474&efg=eyJpIjoidCJ9&_nc_ohc=rDoirjsGJuoAX-IEc_x&_nc_ht=scontent-lga3-1.xx&tp=14&oh=19508e70d17fa7e24ee3880a85f1416a&oe=60AEF720&manual_redirect=1'],None
2220,2017-06-05 20:27:00,None,None,None
2221,2017-06-04 13:16:00,"I'm a Biker. Love me or Hate me is with Robbie Morrison.
June 3, 2017 at 11:56 AM ·

So go ahead and lose your Shit. 💩💩💩😂😂","['https://scontent-lga3-1.xx.fbcdn.net/v/t31.18172-8/fr/cp0/e15/q65/18922597_790654421105907_9181594164365137478_o.jpg?_nc_cat=106&ccb=1-3&_nc_sid=2d5d41&efg=eyJpIjoidCJ9&_nc_ohc=DkfUHGRUgjwAX_Z3CYU&_nc_ht=scontent-lga3-1.xx&tp=14&oh=6cbe0394707d0c2f59ab8dada8762ba1&oe=60AEF56D', 'https://scontent-lga3-1.xx.fbcdn.net/v/t31.18172-8/fr/cp0/e15/q65/18922597_790654421105907_9181594164365137478_o.jpg?_nc_cat=106&ccb=1-3&_nc_sid=2d5d41&efg=eyJpIjoidCJ9&_nc_ohc=DkfUHGRUgjwAX_Z3CYU&_nc_ht=scontent-lga3-1.xx&tp=14&oh=6cbe0394707d0c2f59ab8dada8762ba1&oe=60AEF56D', 'https://scontent-lga3-1.xx.fbcdn.net/v/t31.18172-8/fr/cp0/e15/q65/18922597_790654421105907_9181594164365137478_o.jpg?_nc_cat=106&ccb=1-3&_nc_sid=2d5d41&efg=eyJpIjoidCJ9&_nc_ohc=DkfUHGRUgjwAX_Z3CYU&_nc_ht=scontent-lga3-1.xx&tp=14&oh=6cbe0394707d0c2f59ab8dada8762ba1&oe=60AEF56D']",None
2222,2017-06-04 06:39:00,"Choppertown
June 3, 2017 at 1:01 PM ·

Gotta love a good kickstart, right?!
instagram.com/johnnie_wash",None,https://scontent-lga3-1.xx.fbcdn.net/v/t42.1790-4/18911755_1917787818509006_6908936670687526912_n.mp4?_nc_cat=107&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=y8goV_PIUHYAX9haCbr&_nc_ht=scontent-lga3-1.xx&oh=9f234993de22c16f322137547d23dfc0&oe=608AE516
2223,2017-06-03 00:00:00,"People come and people go. Some leave better memories than others... Rest in peace Charles Hayes. You were a good person, and you supported Grandma when she needed it most... Thank you....",None,None
2224,2017-05-31 23:57:00,"Oldtimers
Poster based in Bulgaria
· May 29, 2017 at 7:01 PM ·",None,https://video-lga3-1.xx.fbcdn.net/v/t42.1790-2/18799129_379533105776141_3147242383993733120_n.mp4?_nc_cat=102&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=SQROgejsnAgAX8s8MeN&_nc_ht=video-lga3-1.xx&oh=d7135f154e6414add0b30bded8776d3b&oe=608AE515
2225,2017-05-31 23:34:00,"Oldtimers
Poster based in Bulgaria
· May 29, 2017 at 7:01 PM ·",None,https://video-lga3-1.xx.fbcdn.net/v/t42.1790-2/18799129_379533105776141_3147242383993733120_n.mp4?_nc_cat=102&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=SQROgejsnAgAX8s8MeN&_nc_ht=video-lga3-1.xx&oh=d7135f154e6414add0b30bded8776d3b&oe=608AE515
2226,2017-05-31 23:09:00,"Story of how my love and I started twenty plus years ago... Still true today... Forever and a day baby...

Oyate Graffix is feeling Was'te with Daniel Ledoux.
April 10, 2017 at 6:48 PM ·

#OyateGraffix #DanceInTheRain","['https://scontent-lga3-1.xx.fbcdn.net/v/t1.18169-9/17884588_1257751964322194_5589502592418347900_n.png?_nc_cat=103&ccb=1-3&_nc_sid=2d5d41&efg=eyJpIjoidCJ9&_nc_ohc=x-jHKLG1O0QAX_ErVdb&_nc_ht=scontent-lga3-1.xx&oh=d1b34535bfcc3924256b7662dc1e4ddc&oe=60B11EC6', 'https://scontent-lga3-1.xx.fbcdn.net/v/t1.18169-9/17884588_1257751964322194_5589502592418347900_n.png?_nc_cat=103&ccb=1-3&_nc_sid=2d5d41&efg=eyJpIjoidCJ9&_nc_ohc=x-jHKLG1O0QAX_ErVdb&_nc_ht=scontent-lga3-1.xx&oh=d1b34535bfcc3924256b7662dc1e4ddc&oe=60B11EC6', 'https://scontent-lga3-1.xx.fbcdn.net/v/t1.18169-9/17884588_1257751964322194_5589502592418347900_n.png?_nc_cat=103&ccb=1-3&_nc_sid=2d5d41&efg=eyJpIjoidCJ9&_nc_ohc=x-jHKLG1O0QAX_ErVdb&_nc_ht=scontent-lga3-1.xx&oh=d1b34535bfcc3924256b7662dc1e4ddc&oe=60B11EC6']",None
2227,2017-05-31 23:06:00,"Oldtimers
Poster based in Bulgaria
· May 13, 2017 at 11:01 AM ·",None,https://video-lga3-1.xx.fbcdn.net/v/t42.1790-2/18498460_448939628792136_462876021423603712_n.mp4?_nc_cat=111&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=pXJPhieYBdgAX_C7QVV&_nc_ht=video-lga3-1.xx&oh=20edf78c7840d25f2226eca039c2ee33&oe=608AE321
2228,2017-05-31 23:04:00,None,None,None
2229,2017-05-31 19:06:00,"John Head
May 30, 2017 at 4:07 PM · Kenefick, TX ·

Another Kenyan supporter took the challenge - Who's next ?",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.18169-9/fr/cp0/e15/q65/18740118_1353630084674265_7574910956084054427_n.jpg?_nc_cat=109&ccb=1-3&_nc_sid=110474&efg=eyJpIjoidCJ9&_nc_ohc=m421Y1RYhr8AX-ktHID&tn=nLtevlc-J5ZUs2g8&_nc_ht=scontent-lga3-1.xx&tp=14&oh=1e3c481551f45526393556ef0ba12afd&oe=60B1A586&manual_redirect=1'],None
2230,2017-05-31 18:28:00,"Power of Mind
May 29, 2017 at 4:00 PM ·

Do you agree?","['https://scontent-lga3-1.xx.fbcdn.net/v/t1.18169-9/fr/cp0/e15/q65/18813155_1310634258990132_8343443317838031151_n.jpg?_nc_cat=104&ccb=1-3&_nc_sid=2d5d41&efg=eyJpIjoidCJ9&_nc_ohc=X7fKePbAIEAAX8XX6RK&_nc_oc=AQlciI3-VPhxb4tEh42TSJqAwo72Vfmc4Ksa1VHnX3wOttZHFbDAXIK-6Ty9Y__njq0&_nc_ht=scontent-lga3-1.xx&tp=14&oh=e674a3f8b9a1d38e74b5c6e75e54608c&oe=60B23FB4', 'https://scontent-lga3-1.xx.fbcdn.net/v/t1.18169-9/fr/cp0/e15/q65/18813155_1310634258990132_8343443317838031151_n.jpg?_nc_cat=104&ccb=1-3&_nc_sid=2d5d41&efg=eyJpIjoidCJ9&_nc_ohc=X7fKePbAIEAAX8XX6RK&_nc_oc=AQlciI3-VPhxb4tEh42TSJqAwo72Vfmc4Ksa1VHnX3wOttZHFbDAXIK-6Ty9Y__njq0&_nc_ht=scontent-lga3-1.xx&tp=14&oh=e674a3f8b9a1d38e74b5c6e75e54608c&oe=60B23FB4', 'https://scontent-lga3-1.xx.fbcdn.net/v/t1.18169-9/fr/cp0/e15/q65/18813155_1310634258990132_8343443317838031151_n.jpg?_nc_cat=104&ccb=1-3&_nc_sid=2d5d41&efg=eyJpIjoidCJ9&_nc_ohc=X7fKePbAIEAAX8XX6RK&_nc_oc=AQlciI3-VPhxb4tEh42TSJqAwo72Vfmc4Ksa1VHnX3wOttZHFbDAXIK-6Ty9Y__njq0&_nc_ht=scontent-lga3-1.xx&tp=14&oh=e674a3f8b9a1d38e74b5c6e75e54608c&oe=60B23FB4']",None
2231,2017-05-29 17:02:00,"Weird Nature
May 28, 2017 at 8:00 PM ·

The gates of hell have been opened, and they're in Chile","['https://scontent-lga3-1.xx.fbcdn.net/v/t1.18169-9/fr/cp0/e15/q65/18739775_1807409206236190_6927211993820698765_n.jpg?_nc_cat=108&ccb=1-3&_nc_sid=2d5d41&efg=eyJpIjoidCJ9&_nc_ohc=9McHNdeAykAAX_E_Z27&_nc_ht=scontent-lga3-1.xx&tp=14&oh=be34d9039513ddddc67bd495eb3f1f86&oe=60B095D6', 'https://scontent-lga3-1.xx.fbcdn.net/v/t1.18169-9/fr/cp0/e15/q65/18739775_1807409206236190_6927211993820698765_n.jpg?_nc_cat=108&ccb=1-3&_nc_sid=2d5d41&efg=eyJpIjoidCJ9&_nc_ohc=9McHNdeAykAAX_E_Z27&_nc_ht=scontent-lga3-1.xx&tp=14&oh=be34d9039513ddddc67bd495eb3f1f86&oe=60B095D6', 'https://scontent-lga3-1.xx.fbcdn.net/v/t1.18169-9/fr/cp0/e15/q65/18739775_1807409206236190_6927211993820698765_n.jpg?_nc_cat=108&ccb=1-3&_nc_sid=2d5d41&efg=eyJpIjoidCJ9&_nc_ohc=9McHNdeAykAAX_E_Z27&_nc_ht=scontent-lga3-1.xx&tp=14&oh=be34d9039513ddddc67bd495eb3f1f86&oe=60B095D6']",None
2232,2017-05-29 12:12:00,"Country Rebel
May 29, 2017 at 8:00 AM ·","['https://scontent-lga3-1.xx.fbcdn.net/v/t1.18169-9/fr/cp0/e15/q65/18671209_1436369539742054_3478732683544143499_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=2d5d41&efg=eyJpIjoidCJ9&_nc_ohc=Hpw3R4deVIcAX_N2vcI&_nc_ht=scontent-lga3-1.xx&tp=14&oh=8f6509d0744a60d2a9c87156f57aefdd&oe=60AF4821', 'https://scontent-lga3-1.xx.fbcdn.net/v/t1.18169-9/fr/cp0/e15/q65/18671209_1436369539742054_3478732683544143499_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=2d5d41&efg=eyJpIjoidCJ9&_nc_ohc=Hpw3R4deVIcAX_N2vcI&_nc_ht=scontent-lga3-1.xx&tp=14&oh=8f6509d0744a60d2a9c87156f57aefdd&oe=60AF4821', 'https://scontent-lga3-1.xx.fbcdn.net/v/t1.18169-9/fr/cp0/e15/q65/18671209_1436369539742054_3478732683544143499_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=2d5d41&efg=eyJpIjoidCJ9&_nc_ohc=Hpw3R4deVIcAX_N2vcI&_nc_ht=scontent-lga3-1.xx&tp=14&oh=8f6509d0744a60d2a9c87156f57aefdd&oe=60AF4821']",None
2233,2017-05-29 12:07:00,"I Love Pitbulls
May 29, 2017 at 10:32 AM ·

Hmmmm, I wonder what happened inside. Lol! #ilovepitbulls","['https://scontent-lga3-1.xx.fbcdn.net/v/t1.18169-9/fr/cp0/e15/q65/18740593_1332896690081144_6464019940120131420_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=2d5d41&efg=eyJpIjoidCJ9&_nc_ohc=OLonAxF6pBcAX-an4AE&tn=Ygpz6c8ITiful83i&_nc_ht=scontent-lga3-1.xx&tp=14&oh=390fee584a6f79d77464abff593b314c&oe=60B1539F', 'https://scontent-lga3-1.xx.fbcdn.net/v/t1.18169-9/fr/cp0/e15/q65/18740593_1332896690081144_6464019940120131420_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=2d5d41&efg=eyJpIjoidCJ9&_nc_ohc=OLonAxF6pBcAX-an4AE&tn=Ygpz6c8ITiful83i&_nc_ht=scontent-lga3-1.xx&tp=14&oh=390fee584a6f79d77464abff593b314c&oe=60B1539F', 'https://scontent-lga3-1.xx.fbcdn.net/v/t1.18169-9/fr/cp0/e15/q65/18740593_1332896690081144_6464019940120131420_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=2d5d41&efg=eyJpIjoidCJ9&_nc_ohc=OLonAxF6pBcAX-an4AE&tn=Ygpz6c8ITiful83i&_nc_ht=scontent-lga3-1.xx&tp=14&oh=390fee584a6f79d77464abff593b314c&oe=60B1539F']",None
2234,2017-05-29 11:26:00,"Purple Clover
May 27, 2016 at 1:15 PM ·","['https://scontent-lga3-1.xx.fbcdn.net/v/t1.18169-9/fr/cp0/e15/q65/1375_1417182331720029_7281939824811137106_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=2d5d41&efg=eyJpIjoidCJ9&_nc_ohc=o8DSM2x6fRQAX_BMG_i&_nc_ht=scontent-lga3-1.xx&tp=14&oh=85b0392b1af33f120b47edeb9474247d&oe=60AF4D2B', 'https://scontent-lga3-1.xx.fbcdn.net/v/t1.18169-9/fr/cp0/e15/q65/1375_1417182331720029_7281939824811137106_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=2d5d41&efg=eyJpIjoidCJ9&_nc_ohc=o8DSM2x6fRQAX_BMG_i&_nc_ht=scontent-lga3-1.xx&tp=14&oh=85b0392b1af33f120b47edeb9474247d&oe=60AF4D2B', 'https://scontent-lga3-1.xx.fbcdn.net/v/t1.18169-9/fr/cp0/e15/q65/1375_1417182331720029_7281939824811137106_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=2d5d41&efg=eyJpIjoidCJ9&_nc_ohc=o8DSM2x6fRQAX_BMG_i&_nc_ht=scontent-lga3-1.xx&tp=14&oh=85b0392b1af33f120b47edeb9474247d&oe=60AF4D2B']",None
2235,2017-05-28 21:05:00,"I'm a Biker. Love me or Hate me is with Tonia Simmons and Bobby Carrick.
May 27, 2017 at 6:30 PM ·","['https://scontent-lga3-1.xx.fbcdn.net/v/t1.18169-9/fr/cp0/e15/q65/18765603_787061491465200_2550382781322106352_n.jpg?_nc_cat=111&ccb=1-3&_nc_sid=2d5d41&efg=eyJpIjoidCJ9&_nc_ohc=Tl4TQc5bpSYAX-WArVe&tn=xGoy3jRbhAsrQSdW&_nc_ht=scontent-lga3-1.xx&tp=14&oh=de6120608036b80f769685f5b83cb86a&oe=60AFB00B', 'https://scontent-lga3-1.xx.fbcdn.net/v/t1.18169-9/fr/cp0/e15/q65/18765603_787061491465200_2550382781322106352_n.jpg?_nc_cat=111&ccb=1-3&_nc_sid=2d5d41&efg=eyJpIjoidCJ9&_nc_ohc=Tl4TQc5bpSYAX-WArVe&tn=xGoy3jRbhAsrQSdW&_nc_ht=scontent-lga3-1.xx&tp=14&oh=de6120608036b80f769685f5b83cb86a&oe=60AFB00B', 'https://scontent-lga3-1.xx.fbcdn.net/v/t1.18169-9/fr/cp0/e15/q65/18765603_787061491465200_2550382781322106352_n.jpg?_nc_cat=111&ccb=1-3&_nc_sid=2d5d41&efg=eyJpIjoidCJ9&_nc_ohc=Tl4TQc5bpSYAX-WArVe&tn=xGoy3jRbhAsrQSdW&_nc_ht=scontent-lga3-1.xx&tp=14&oh=de6120608036b80f769685f5b83cb86a&oe=60AFB00B']",None
2236,2017-05-27 21:40:00,Time for a bigger wish...,['https://scontent-lga3-1.xx.fbcdn.net/v/t31.18172-8/fr/cp0/e15/q65/18673035_1699149513431973_7686773512312872020_o.jpg?_nc_cat=103&ccb=1-3&_nc_sid=110474&efg=eyJpIjoidCJ9&_nc_ohc=ooCjMdUBs-cAX9_qMuG&_nc_ht=scontent-lga3-1.xx&tp=14&oh=ca49ddc653845dadf899e061e5bb18e6&oe=60AF3099&manual_redirect=1'],None
2237,2017-05-27 21:39:00,My baby just created this for me.. Shows him as the leader he is... I love it ! Thanks love..,['https://scontent-lga3-1.xx.fbcdn.net/v/t31.18172-8/fr/cp0/e15/q65/18700620_1699149046765353_3759184751775049293_o.jpg?_nc_cat=100&ccb=1-3&_nc_sid=110474&efg=eyJpIjoidCJ9&_nc_ohc=SO1p2E-tGQEAX-L6CwR&_nc_ht=scontent-lga3-1.xx&tp=14&oh=4f3184363349b8f17867c0e204b4af79&oe=60B1CDFC&manual_redirect=1'],None
